,URL,Nom,Genre,Tete,Coeur,Fond
1424,https://www.olfastory.com/parfum/florabotanica,florabotanica,0,110,"7, 83, 35, 199","14, 117, 9, 126"
1425,https://www.olfastory.com/parfum/acqua-di-gio-homme,acqua-di-gio-homme,1,"19, 272, 176, 224","49, 267, 203","32, 23, 302"
1426,https://www.olfastory.com/parfum/cerruti-1881,cerruti-1881,1,"28, 19, 36, 245, 17, 125","173, 35, 107, 298","14, 32, 162, 9, 23, 302, 204"
1427,https://www.olfastory.com/parfum/burberry-london,burberry-london,0,"16, 81","7, 43","32, 9"
1428,https://www.olfastory.com/parfum/burberry-body,burberry-body,0,67,"7, 118","53, 55, 126"
1429,https://www.olfastory.com/parfum/escale-portofino,escale-portofino,0,"19, 36, 20, 106","38, 61",9
1430,https://www.olfastory.com/parfum/ikks-baby,ikks-baby,2,"66, 158","7, 43, 15","9, 55"
1431,https://www.olfastory.com/parfum/rouge-hermes,rouge-hermes,0,"16, 83","114, 7, 228, 43, 75, 25","2, 53, 205, 23"
1432,https://www.olfastory.com/parfum/eau-de-guerlain,eau-de-guerlain,0,"110, 36, 215","13, 43, 199","14, 32"
1433,https://www.olfastory.com/parfum/habanita,habanita,0,"67, 19, 36","7, 38, 43, 25","14, 2, 9, 23, 188"
1434,https://www.olfastory.com/parfum/ysatis,ysatis,0,"16, 83, 19, 245","7, 75, 44","105, 32, 2, 53, 201, 232"
1435,https://www.olfastory.com/parfum/courreges-blue,courreges-blue,0,"16, 45, 125","7, 25, 314","105, 32"
